Adult2OtherChild,Adult2Others,Adult2TargetChild,Adult2unsure,Adultfemale,Adultmale,Childsleep,Childvoc,Media,Multiple_adults,Otherchild2OtherChild,Otherchild2TargetChild,Otherchild2adults,Otherchild2unsure,PID,Unsure_adults,age_YYMMDD,annotate_date_YYYYMMDD,annotator,beginoptions,comments,date_YYYYMMDD,file_name,gender,id,outdir,percents_voc,repeats,researcher_present,sleeping,timestamp_HHMMSS
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,39:01.9,Anele,Categorize clip,,20141105,179_140330_0021.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.216333333,2,0,0,00:10:30
Categorize language to other child(ren),Categorize language to other adults,Unsure,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,39:42.9,Anele,Categorize clip,,20141105,179_140330_0023.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.115333333,0,0,0,00:11:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,40:22.4,Anele,Categorize clip,,20141105,179_140330_0025.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.226666667,0,0,0,00:12:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,No Language,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,41:35.5,Anele,No speech,,20141105,179_140330_0027.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.752666667,1,0,0,00:13:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,No Language,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,42:56.4,Anele,Categorize clip,,20141105,179_140330_0029.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.908,1,0,0,00:14:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,44:13.8,Anele,Categorize clip,,20141105,179_140330_0031.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.402666667,1,0,0,00:15:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,45:30.9,Anele,Unsure speaker and unsure language,,20141105,179_140330_0033.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.765333333,1,0,0,00:16:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),English/Quechua,Categorize language to adults,English/Quechua,0,0,140330,48:45.6,Anele,Categorize clip,"This is an example of ""Joint Play""",20141105,179_140330_0035.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.494,3,0,0,00:17:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Unsure,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,50:56.7,Anele,Categorize clip,,20141105,179_140330_0037.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.156333333,2,0,0,00:18:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,58:12.2,Anele,No speech,,20141105,179_140330_0039.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.496333333,3,0,0,00:19:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,59:06.6,Anele,No speech,,20141105,179_140330_0041.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.567,0,0,0,00:20:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Spanish,Categorize language to adults,Categorize language to someone unknown,0,0,140330,00:27.9,Anele,Categorize clip,,20141105,179_140330_0043.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.603,1,0,0,00:21:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Spanish,Categorize language to adults,Categorize language to someone unknown,0,0,140330,01:17.1,Anele,Categorize clip,,20141105,179_140330_0045.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.379333333,0,0,0,00:22:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,01:55.8,Anele,No speech,,20141105,179_140330_0047.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.907666667,0,0,0,00:23:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,03:41.9,Anele,Unsure speaker and unsure language,,20141105,179_140330_0049.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.654333333,2,0,0,00:24:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,04:21.2,Anele,No speech,,20141105,179_140330_0051.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.636333333,0,0,0,00:25:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Spanish,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,05:41.7,Anele,Categorize clip,,20141105,179_140330_0053.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.787666667,1,0,0,00:26:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,English/Quechua,0,0,140330,08:23.4,Anele,Categorize clip,,20141105,179_140330_0055.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.61,1,0,0,00:27:30
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,1,Categorize media,0,English/Quechua,Categorize language to target child,Mixed,Categorize language to someone unknown,0,0,140330,11:03.1,Anele,Categorize clip,This is a very very tricky example. Also might have adolescents here in this clip.,20141105,179_140330_0057.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.498,2,0,0,00:28:30
Categorize language to other child(ren),Categorize language to other adults,English/Quechua,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,English/Quechua,0,0,140330,14:05.4,Anele,Categorize clip,This is an example of Co-viewing TV,20141105,179_140330_0059.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.387666667,2,0,0,00:29:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,15:18.3,Anele,Unsure speaker and unsure language,,20141105,179_140330_0061.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.205666667,1,0,0,00:30:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),English/Quechua,Categorize language to adults,Categorize language to someone unknown,0,0,140330,19:02.5,Anele,Categorize clip,"This is an example of ""Co-viewing TV""",20141105,179_140330_0063.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.27,4,0,0,00:31:30
Categorize language to other child(ren),Categorize language to other adults,English/Quechua,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,1,140330,21:39.4,Anele,Categorize clip,,20141105,179_140330_0065.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.038333333,3,0,0,00:32:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,22:17.5,Anele,Categorize clip,,20141105,179_140330_0067.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.25,0,0,0,00:33:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,22:55.9,Anele,No speech,,20141105,179_140330_0069.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.319333333,0,0,0,00:34:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),English/Quechua,Categorize language to adults,Categorize language to someone unknown,0,0,140330,24:22.9,Anele,Categorize clip,"This is an example of ""Co-viewing""",20141105,179_140330_0071.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.113333333,1,0,0,00:35:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,English/Quechua,0,0,140330,26:00.9,Anele,Categorize clip,,20141105,179_140330_0073.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.221666667,1,0,0,00:36:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Unsure,Categorize language to adults,Categorize language to someone unknown,0,0,140330,27:58.7,Anele,Categorize clip,,20141105,179_140330_0075.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.154,2,0,0,00:37:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),English/Quechua,Categorize language to adults,Categorize language to someone unknown,0,0,140330,30:28.6,Anele,Categorize clip,"This is an example of ""Coviewing TV""",20141105,179_140330_0077.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.205333333,2,0,0,00:38:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,140330,42:13.8,Anele,Categorize clip,,20141105,179_140330_0079.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.520666667,3,0,0,00:39:30
Categorize language to other child(ren),Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,43:32.3,Anele,Categorize clip,,20141105,179_140330_0081.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.671333333,1,0,0,00:40:30
Spanish,Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,0,English/Quechua,0,English/Quechua,Categorize language to target child,Mixed,Categorize language to someone unknown,0,0,140330,52:20.1,Anele,Categorize clip,This is a very very tricky example.,20141105,179_140330_0083.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.597333333,3,0,0,00:41:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,52:58.3,Anele,No speech,,20141105,179_140330_0085.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.305666667,0,0,0,00:42:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,08:54.1,Anele,Categorize clip,,20141105,179_140330_0087.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.354666667,0,0,0,00:43:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,09:34.0,Anele,Categorize clip,,20141105,179_140330_0089.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.600666667,0,0,0,00:44:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,11:17.0,Anele,Categorize clip,,20141105,179_140330_0091.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.276333333,0,0,0,00:45:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,11:54.4,Anele,Categorize clip,,20141105,179_140330_0093.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.307666667,0,0,0,00:46:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,12:32.9,Anele,No speech,,20141105,179_140330_0095.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.325,0,0,0,00:47:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,13:09.8,Anele,Categorize clip,,20141105,179_140330_0097.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.160666667,0,0,0,00:48:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,13:47.0,Anele,Categorize clip,,20141105,179_140330_0099.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.201666667,0,0,0,00:49:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,14:24.6,Anele,Categorize clip,,20141105,179_140330_0101.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.096333333,0,0,0,00:50:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,15:06.8,Anele,Categorize clip,,20141105,179_140330_0103.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.377,0,0,0,00:51:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,15:45.4,Anele,Categorize clip,,20141105,179_140330_0105.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.369666667,0,0,0,00:52:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,140330,17:00.8,Anele,Categorize clip,,20141105,179_140330_0107.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.344666667,1,0,0,00:53:30
Categorize language to other child(ren),Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,18:07.6,Anele,Categorize clip,,20141105,179_140330_0109.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.147666667,0,0,0,00:54:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,18:47.3,Anele,Categorize clip,,20141105,179_140330_0111.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.360333333,0,0,0,00:55:30
Categorize language to other child(ren),Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,20:25.5,Anele,Categorize clip,This is an example of unsure Book-sharing b/c caregiver is counting to the target child to five. ,20141105,179_140330_0113.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.179666667,1,0,0,00:56:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,21:46.3,Anele,Categorize clip,,20141105,179_140330_0115.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.122666667,1,0,0,00:57:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,26:47.5,Anele,Categorize clip,,20141105,179_140330_0117.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.344666667,1,0,0,00:58:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,28:39.8,Anele,Categorize clip,This is an example of booksharing (start of book-sharing activity).,20141105,179_140330_0119.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.146666667,1,0,0,00:59:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,29:17.7,Anele,No speech,,20141105,179_140330_0121.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.128666667,0,0,0,01:00:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,32:55.8,Anele,No speech,,20141105,179_140330_0123.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.061333333,1,0,0,01:01:30
Categorize language to other child(ren),Categorize language to other adults,English/Quechua,Categorize language to someone unknown,1,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,34:18.6,Anele,Categorize clip,,20141105,179_140330_0125.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.092333333,0,0,0,01:02:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,35:29.2,Anele,No speech,,20141105,179_140330_0127.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.112333333,1,0,0,01:03:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,36:16.4,Anele,Categorize clip,,20141105,179_140330_0129.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.113,0,0,0,01:04:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,37:16.2,Anele,Categorize clip,"Sounds like this might be the start of ""Feeding""",20141105,179_140330_0131.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.284666667,0,0,0,01:05:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,38:15.5,Anele,No speech,,20141105,179_140330_0133.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.095666667,0,0,0,01:06:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,39:26.5,Anele,Categorize clip,,20141105,179_140330_0135.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.111333333,1,0,0,01:07:30
