Adult2OtherChild,Adult2Others,Adult2TargetChild,Adult2unsure,Adultfemale,Adultmale,Childvoc,Media,Multiple_adults,Otherchild2OtherChild,Otherchild2TargetChild,Otherchild2adults,Otherchild2unsure,PID,Unsure_adults,age_YYMMDD,annotate_date_YYYYMMDD,annotator,beginoptions,comments,date_YYYYMMDD,file_name,gender,id,outdir,percents_voc,repeats,researcher_present,sleeping,timestamp_HHMMSS,Childsleep
Categorize language to other child(ren),Spanish,Unsure,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,51:58.1,Anele,Categorize clip,,20141105,179_140330_0902.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.311,2,0,0,07:31:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Spanish,0,0,140330,53:56.3,Anele,Categorize clip,,20141105,179_140330_1175.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.086,2,0,0,09:47:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,English/Quechua,0,Categorize language to other child(ren),Spanish,Categorize language to adults,Categorize language to someone unknown,0,0,140330,55:20.4,Anele,Categorize clip,,20141105,179_140330_0035.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.494,1,0,0,00:17:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,56:38.7,Anele,No speech,,20141105,179_140330_1612.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.064666667,1,0,0,13:26:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,57:22.9,Anele,Categorize clip,,20141105,179_140330_0256.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.421666667,0,0,0,02:08:00,
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,English/Quechua,Categorize language to someone unknown,0,0,140330,59:40.4,Anele,Categorize clip,,20141105,179_140330_1516.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.613333333,2,0,0,12:38:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,58:12.1,Anele,Categorize clip,,20141105,179_140330_1790.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0,0,0,1,14:55:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,No Language,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,59:40.8,Anele,Categorize clip,,20141105,179_140330_0378.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.771,1,0,0,03:09:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Unsure,0,English/Quechua,Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,140330,02:48.5,Anele,Categorize clip,,20141105,179_140330_1481.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.719333333,3,0,0,12:20:30,
Spanish,Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,1,English/Quechua,Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,140330,06:01.2,Anele,Categorize clip,,20141105,179_140330_1403.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.550666667,2,0,0,11:41:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,06:49.9,Anele,No speech,,20141105,179_140330_0448.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.17,0,0,0,03:44:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Unsure,0,Categorize language to other child(ren),Spanish,Categorize language to adults,English/Quechua,0,0,140330,08:57.3,Anele,Categorize clip,,20141105,179_140330_1034.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.654,2,0,0,08:37:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,10:52.7,Anele,Categorize clip,,20141105,179_140330_0224.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.487666667,2,0,0,01:52:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,11:53.3,Anele,Categorize clip,,20141105,179_140330_1735.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.286333333,0,0,0,14:27:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,11:56.1,Anele,Categorize clip,,20141105,179_140330_1906.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0,0,0,1,15:53:00,
Spanish,Spanish,Categorize language to target child,Categorize language to someone unknown,0,1,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,140330,15:26.6,Anele,Categorize clip,A male adult is babbling back and forth with another baby in the background.,20141105,179_140330_0943.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.682,2,0,0,07:51:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Unsure,0,English/Quechua,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,18:04.5,Anele,Categorize clip,,20141105,179_140330_1271.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.208333333,3,0,0,10:35:30,
English/Quechua,English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,20:20.1,Anele,Categorize clip,,20141105,179_140330_1360.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.257666667,2,0,0,11:20:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,08:36.4,Anele,Categorize clip,,20141105,179_140330_1854.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0,0,0,1,15:27:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Spanish,0,0,140330,16:36.3,Anele,Categorize clip,,20141105,179_140330_1478.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.19,2,0,0,12:19:00,
Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,18:11.6,Anele,Categorize clip,,20141105,179_140330_0887.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.552666667,1,0,0,07:23:30,
Categorize language to other child(ren),Categorize language to other adults,Unsure,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,18:54.0,Anele,Categorize clip,,20141105,179_140330_0250.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.316333333,0,0,0,02:05:00,
Categorize language to other child(ren),Categorize language to other adults,English/Quechua,Categorize language to someone unknown,1,0,1,Mixed,0,English/Quechua,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,21:46.6,Anele,Categorize clip,Very interesting. AF says Peekaboo to TC.,20141105,179_140330_1496.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.604666667,1,0,0,12:28:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,29:18.3,Anele,Categorize clip,,20141105,179_140330_0761.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.206333333,2,0,0,06:20:30,
Categorize language to other child(ren),Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,30:08.0,Anele,Categorize clip,,20141105,179_140330_0240.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.476666667,0,0,0,02:00:00,
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,0,Unsure,0,Categorize language to other child(ren),English/Quechua,English/Quechua,Categorize language to someone unknown,0,0,140330,36:24.4,Anele,Categorize clip,Very tricky example.,20141105,179_140330_1145.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.094333333,7,0,0,09:32:30,
Spanish,Spanish,Spanish,English/Quechua,1,0,0,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Spanish,English/Quechua,0,0,140330,42:32.4,Anele,Categorize clip,Very tricky example.,20141105,179_140330_1349.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.574,5,0,0,11:14:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,44:21.3,Anele,Categorize clip,AF labeling body parts to TC.,20141105,179_140330_0259.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.361,1,0,0,02:09:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,45:29.2,Anele,Categorize clip,AF counting numbers to TC. ,20141105,179_140330_0255.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.439,0,0,0,02:07:30,
Categorize language to other child(ren),Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,47:53.2,Anele,Categorize clip,,20141105,179_140330_0745.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.088666667,2,0,0,06:12:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Spanish,1,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,49:20.9,Anele,Categorize clip,Outdoors.,20141105,179_140330_0510.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.028,1,0,0,04:15:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,140330,52:19.4,Anele,Categorize clip,Another infant in the background is babbling. ,20141105,179_140330_0839.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.422333333,3,0,0,06:59:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,52:21.4,Anele,Categorize clip,,20141105,179_140330_0612.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.074,0,0,1,05:06:00,
Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,54:03.4,Anele,Categorize clip,,20141105,179_140330_0933.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.242,1,0,0,07:46:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,54:05.3,Anele,Categorize clip,,20141105,179_140330_0575.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.03,0,0,1,04:47:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,54:06.9,Anele,Categorize clip,,20141105,179_140330_0539.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0,0,0,0,04:29:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,54:46.3,Anele,No speech,,20141105,179_140330_1046.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.782666667,0,0,0,08:43:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,54:48.3,Anele,Categorize clip,,20141105,179_140330_0601.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.087,0,0,1,05:00:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,No Language,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,55:32.6,Anele,Categorize clip,,20141105,179_140330_0011.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.228666667,0,0,0,00:05:30,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Mixed,English/Quechua,0,0,140330,03:44.3,Anele,Categorize clip,,20141105,179_140330_1556.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.726333333,5,0,0,12:58:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,04:37.8,Anele,Categorize clip,The TC is outdoors in a stroller. ,20141105,179_140330_0540.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.005333333,0,0,0,04:30:00,
Categorize language to other child(ren),Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,05:50.3,Anele,Categorize clip,,20141105,179_140330_0159.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.240666667,0,0,0,01:19:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,140330,09:40.5,Anele,Categorize clip,"Very tricky. AF says ""bye-bye"" and ""oopsy"" in Spanish phonology. ",20141105,179_140330_0470.wav,female,179,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/179/output,0.021333333,2,0,0,03:55:00,
