Adult2OtherChild,Adult2Others,Adult2TargetChild,Adult2unsure,Adultfemale,Adultmale,Childsleep,Childvoc,Media,Multiple_adults,Otherchild2OtherChild,Otherchild2TargetChild,Otherchild2adults,Otherchild2unsure,PID,Unsure_adults,age_YYMMDD,annotate_date_YYYYMMDD,annotator,beginoptions,comments,date_YYYYMMDD,file_name,gender,id,outdir,percents_voc,repeats,researcher_present,sleeping,timestamp_HHMMSS
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,00:18.8,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0081.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.215666667,1,0,0,00:40:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,03:11.5,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0083.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.058,2,0,0,00:41:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,03:49.3,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0085.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.123,0,0,0,00:42:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,11:27.9,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0087.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.050666667,1,0,0,00:43:30
Categorize language to other child(ren),Categorize language to other adults,Unsure,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,12:43.1,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0089.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.054333333,1,0,0,00:44:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,14:00.4,Anele,No speech,,1/8/13,261-8mo_01-01-2013_0091.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.007666667,1,0,0,00:45:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,15:20.8,Anele,Unsure speaker and unsure language,,1/8/13,261-8mo_01-01-2013_0093.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.016333333,1,0,0,00:46:30
Categorize language to other child(ren),Categorize language to other adults,Unsure,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,17:25.4,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0095.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.007666667,2,0,0,00:47:30
Categorize language to other child(ren),Categorize language to other adults,Unsure,Categorize language to someone unknown,1,0,0,1,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,18:38.7,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0097.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.005666667,1,0,0,00:48:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,19:16.2,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0099.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.076333333,0,0,0,00:49:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,21:05.0,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0101.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.346666667,1,0,0,00:50:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,23:10.3,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0103.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.523,2,0,0,00:51:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,02:09.9,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0105.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.174333333,2,0,0,00:52:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,03:48.9,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0107.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.077666667,1,0,0,00:53:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,04:30.4,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0109.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.209666667,0,0,0,00:54:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,06:20.8,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0111.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.084666667,2,0,0,00:55:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,07:20.1,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0113.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.012,0,0,0,00:56:30
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,1/1/13,09:15.6,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0115.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.071333333,2,0,0,00:57:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,09:52.8,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0117.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.133333333,0,0,0,00:58:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,11:09.2,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0119.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.215333333,1,0,0,00:59:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,12:25.5,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0121.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.017666667,1,0,0,01:00:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,15:54.9,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0123.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.149666667,2,0,0,01:01:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,17:04.2,Anele,Categorize clip,,1/8/13,261-8mo_01-01-2013_0125.wav,male,261-8mo,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/261 output,0.307,1,0,0,01:02:30
