Adult2OtherChild,Adult2Others,Adult2TargetChild,Adult2unsure,Adultfemale,Adultmale,Childvoc,Media,Multiple_adults,Otherchild2OtherChild,Otherchild2TargetChild,Otherchild2adults,Otherchild2unsure,PID,Unsure_adults,age_YYMMDD,annotate_date_YYYYMMDD,annotator,beginoptions,comments,date_YYYYMMDD,file_name,gender,id,outdir,percents_voc,repeats,researcher_present,sleeping,timestamp_HHMMSS,Childsleep
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,0,1,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,45:26.5,Anele,Categorize clip,,20140722,199_20140514_0143.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.13,0,0,0,01:11:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,46:55.3,Anele,Categorize clip,,20140722,199_20140514_0499.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.798333333,0,0,1,04:09:30,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,1,0,20140514,48:51.0,Anele,Categorize clip,,20140722,199_20140514_0373.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.635333333,1,0,0,03:06:30,
Spanish,Spanish,Categorize language to target child,Categorize language to someone unknown,1,0,0,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,43:59.0,Anele,Categorize clip,,20140722,199_20140514_1300.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.426333333,2,0,0,10:50:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,1,Unsure,0,Categorize language to other child(ren),Mixed,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,53:55.3,Anele,Categorize clip,,20140722,199_20140514_0360.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.607333333,2,0,0,03:00:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,53:56.9,Anele,Categorize clip,,20140722,199_20140514_1243.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,0,10:21:30,
Unsure,Categorize language to other adults,Categorize language to target child,Spanish,0,1,0,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Unsure,English/Quechua,0,0,20140514,57:08.9,Anele,Categorize clip,,20140722,199_20140514_1643.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.668,3,0,0,13:41:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,57:13.4,Anele,Categorize clip,,20140722,199_20140514_0259.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,1,02:09:30,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,58:50.3,Anele,Categorize clip,Sounds like the baby is outdoors. There are several adults speaking in the background.,20140722,199_20140514_1221.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.081333333,1,0,0,10:10:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,00:02.9,Anele,Categorize clip,,20140722,199_20140514_1489.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.571,1,0,0,12:24:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,00:43.3,Anele,Categorize clip,,20140722,199_20140514_1412.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.804333333,0,0,0,11:46:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,01:57.0,Anele,Categorize clip,,20140722,199_20140514_1802.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.970333333,1,0,1,15:01:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,03:14.9,Anele,Categorize clip,,20140722,199_20140514_1322.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.062666667,1,0,0,11:01:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,04:44.5,Anele,Categorize clip,,20140722,199_20140514_1297.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.136333333,1,0,0,10:48:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,0,1,1,Spanish,0,Categorize language to other child(ren),Spanish,Categorize language to adults,Spanish,0,0,20140514,07:38.8,Anele,Categorize clip,Great example of Motherese from AM to TC. ,20140722,199_20140514_1172.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.536,2,0,0,09:46:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Mixed,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,09:00.7,Anele,Categorize clip,,20140722,199_20140514_1130.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.041666667,1,0,0,09:25:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,English/Quechua,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,10:41.0,Anele,Categorize clip,AF is singing a song in English.,20140722,199_20140514_0512.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.699,1,0,1,04:16:00,
Mixed,Categorize language to other adults,Spanish,Categorize language to someone unknown,0,0,1,English/Quechua,1,Categorize language to other child(ren),Categorize language to target child,Mixed,Categorize language to someone unknown,0,0,20140514,12:50.0,Anele,Categorize clip,,20140722,199_20140514_0344.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.41,1,0,0,02:52:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,20140514,14:12.2,Anele,Categorize clip,,20140722,199_20140514_1572.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.760333333,1,0,0,13:06:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,20140514,15:36.7,Anele,Categorize clip,,20140722,199_20140514_1594.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.687333333,1,0,0,13:17:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,16:16.7,Anele,No speech,,20140722,199_20140514_1731.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.760333333,0,0,1,14:25:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,17:03.6,Anele,No speech,,20140722,199_20140514_1782.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.915333333,0,0,1,14:51:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,17:06.5,Anele,Categorize clip,,20140722,199_20140514_0550.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.067666667,0,0,1,04:35:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,18:53.4,Anele,Categorize clip,,20140722,199_20140514_1558.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.834,1,0,0,12:59:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,0,Categorize language to other child(ren),Spanish,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,20:06.1,Anele,Categorize clip,,20140722,199_20140514_0425.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.495,1,0,0,03:32:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,20140514,21:21.1,Anele,Categorize clip,,20140722,199_20140514_0088.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.058666667,1,0,0,00:44:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,21:22.8,Anele,Categorize clip,,20140722,199_20140514_1070.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.004333333,0,0,1,08:55:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,21:24.4,Anele,Categorize clip,,20140722,199_20140514_0631.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,1,05:15:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,0,0,1,Spanish,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,22:45.0,Anele,Categorize clip,,20140722,199_20140514_1550.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.818666667,1,0,0,12:55:00,
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,English/Quechua,Categorize language to someone unknown,0,0,20140514,23:48.8,Anele,Categorize clip,Karate instructor clip.,20140722,199_20140514_0985.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.487666667,0,0,0,08:12:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,24:27.1,Anele,No speech,,20140722,199_20140514_0095.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.316333333,0,0,0,00:47:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,0,0,0,Categorize media,1,Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,0,0,20140514,26:49.3,Anele,Categorize clip,,20140722,199_20140514_0042.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.771333333,1,0,0,00:21:00,
Spanish,Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,0,0,20140514,29:16.5,Anele,Categorize clip,,20140722,199_20140514_0004.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.316666667,2,0,0,00:02:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,29:19.2,Anele,Categorize clip,,20140722,199_20140514_1218.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,0,10:09:00,
Spanish,Spanish,Categorize language to target child,Spanish,1,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,31:19.7,Anele,Categorize clip,,20140722,199_20140514_0861.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.726666667,1,0,0,07:10:30,
Spanish,Categorize language to other adults,Categorize language to target child,Unsure,1,0,0,Mixed,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,33:27.9,Anele,Categorize clip,,20140722,199_20140514_1646.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.570333333,2,0,0,13:43:00,
Spanish,Spanish,Categorize language to target child,Categorize language to someone unknown,0,1,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,34:49.0,Anele,Categorize clip,,20140722,199_20140514_1432.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.564333333,1,0,0,11:56:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,35:26.9,Anele,No speech,,20140722,199_20140514_1781.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.793333333,0,0,1,14:50:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,35:28.7,Anele,Categorize clip,,20140722,199_20140514_0552.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.021333333,0,0,1,04:36:00,
Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,1,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,20140514,37:00.1,Anele,Categorize clip,,20140722,199_20140514_1540.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.643333333,1,0,0,12:50:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,37:40.5,Anele,No speech,,20140722,199_20140514_1867.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.013,0,0,1,15:33:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,37:43.0,Anele,Categorize clip,,20140722,199_20140514_1236.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,0,10:18:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,39:08.2,Anele,Categorize clip,,20140722,199_20140514_0132.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.536333333,1,0,0,01:06:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Unsure,0,Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,0,0,20140514,41:08.0,Anele,Categorize clip,,20140722,199_20140514_0737.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.520666667,2,0,0,06:08:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,43:11.4,Anele,Categorize clip,,20140722,199_20140514_1416.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.57,2,0,0,11:48:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,43:13.1,Anele,Categorize clip,,20140722,199_20140514_1884.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,1,15:42:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,57:49.4,Anele,Categorize clip,,20140722,199_20140514_1816.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.459333333,0,0,1,15:08:00,
Spanish,Categorize language to other adults,Spanish,Categorize language to someone unknown,0,1,1,Categorize media,0,Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,0,0,20140514,59:36.9,Anele,Categorize clip,,20140722,199_20140514_0050.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.319,1,0,0,00:25:00,
Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,0,1,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,01:03.1,Anele,Categorize clip,,20140722,199_20140514_1504.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.743,1,0,0,12:32:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,25:58.6,Anele,Categorize clip,,20140722,199_20140514_0899.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,1,07:29:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,26:37.6,Anele,No speech,,20140722,199_20140514_1604.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.854666667,0,0,0,13:22:00,
Unsure,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,28:39.6,Anele,Categorize clip,,20140722,199_20140514_1629.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.652333333,2,0,0,13:34:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,28:41.5,Anele,Categorize clip,,20140722,199_20140514_0585.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,1,04:52:30,
Spanish,Spanish,Categorize language to target child,Categorize language to someone unknown,0,1,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,20140514,31:28.9,Anele,Categorize clip,,20140722,199_20140514_0354.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.678,3,0,0,02:57:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,32:43.3,Anele,Categorize clip,,20140722,199_20140514_0729.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.15,1,0,0,06:04:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,34:36.7,Anele,Categorize clip,,20140722,199_20140514_1489.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.571,2,0,0,12:24:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,36:30.7,Anele,Categorize clip,,20140722,199_20140514_0904.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0,0,0,1,07:32:00,
Unsure,Categorize language to other adults,Categorize language to target child,Unsure,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Mixed,Categorize language to someone unknown,0,0,20140514,38:45.4,Anele,Categorize clip,Karate instructor? ,20140722,199_20140514_0917.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.015666667,2,0,0,07:38:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,39:23.4,Anele,No speech,,20140722,199_20140514_1144.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.070666667,0,0,0,09:32:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Unsure,0,Categorize language to other child(ren),Mixed,Categorize language to adults,Categorize language to someone unknown,0,0,20140514,41:43.2,Anele,Categorize clip,,20140722,199_20140514_0797.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.776,2,0,0,06:38:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Spanish,0,0,20140514,43:54.5,Anele,Categorize clip,Sounds like the other child is singing along a song in Spanish. ,20140722,199_20140514_0497.wav,male,199,/Volumes/cll/NYU LENA Project/Recordings/6-mo recordings/199 output,0.839666667,2,0,1,04:08:30,
