Adult2OtherChild,Adult2Others,Adult2TargetChild,Adult2unsure,Adultfemale,Adultmale,Childvoc,Media,Multiple_adults,Otherchild2OtherChild,Otherchild2TargetChild,Otherchild2adults,Otherchild2unsure,PID,Unsure_adults,age_YYMMDD,annotate_date_YYYYMMDD,annotator,beginoptions,comments,date_YYYYMMDD,file_name,gender,id,outdir,percents_voc,repeats,researcher_present,sleeping,timestamp_HHMMSS,Childsleep
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,42:16.1,Meg,No speech,,20190701,1081_190101_0332.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.006333544,1,0,0,02:46:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,42:51.8,Meg,No speech,,20190701,1081_190101_0339.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.059001967,0,0,0,02:49:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,43:25.1,Meg,No speech,,20190701,1081_190101_0413.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.044334811,0,0,0,03:26:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,43:25.6,Meg,Categorize clip,,20190701,1081_190101_0154.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.113003767,0,0,1,01:17:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,43:26.0,Meg,Categorize clip,,20190701,1081_190101_0995.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.015667189,0,0,1,08:17:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,43:26.4,Meg,Categorize clip,,20190701,1081_190101_0075.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.2280076,0,0,1,00:37:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,43:26.9,Meg,Categorize clip,,20190701,1081_190101_1045.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0,0,0,1,08:42:30,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,44:02.7,Meg,Categorize clip,,20190701,1081_190101_0776.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.123670789,0,0,0,06:28:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,44:45.2,Meg,Unsure speaker and unsure language,,20190701,1081_190101_0695.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.016333878,0,0,0,05:47:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,190101,45:32.6,Meg,Categorize clip,,20190701,1081_190101_0676.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.358011934,0,0,0,05:38:00,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,46:09.9,Meg,Categorize clip,,20190701,1081_190101_0611.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.096336545,0,0,0,05:05:30,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,190101,47:21.1,Meg,Categorize clip,,20190701,1081_190101_0733.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.150005,1,0,0,06:06:30,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,47:57.9,Meg,Categorize clip,,20190701,1081_190101_0780.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.089669656,0,0,0,06:30:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,47:58.9,Meg,Categorize clip,,20190701,1081_190101_0150.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.163338778,0,0,1,01:15:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,48:33.2,Meg,Categorize clip,,20190701,1081_190101_1169.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.0030001,0,0,0,09:44:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,49:10.0,Meg,Categorize clip,,20190701,1081_190101_0247.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.031001033,0,0,0,02:03:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,49:10.5,Meg,Categorize clip,,20190701,1081_190101_0198.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.549351645,0,0,1,01:39:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,49:11.0,Meg,Categorize clip,,20190701,1081_190101_1077.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0,0,0,1,08:58:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,49:11.5,Meg,Categorize clip,,20190701,1081_190101_0877.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.037667922,0,0,1,07:18:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,49:12.0,Meg,Categorize clip,,20190701,1081_190101_0838.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0,0,0,1,06:59:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,49:12.5,Meg,Categorize clip,,20190701,1081_190101_1099.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0,0,0,1,09:09:30,
Categorize language to other child(ren),Mixed,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,190101,49:50.2,Meg,Categorize clip,,20190701,1081_190101_0007.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.486682889,0,0,0,00:03:30,
Spanish,Spanish,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,51:07.0,Meg,Categorize clip,,20190701,1081_190101_1172.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.146004867,1,0,0,09:46:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,51:07.5,Meg,Categorize clip,,20190701,1081_190101_1018.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.044334811,0,0,1,08:29:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,0,1,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,190101,52:45.2,Meg,Categorize clip,,20190701,1081_190101_0442.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.234674489,1,0,0,03:41:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,0,Spanish,Categorize language to target child,Categorize language to adults,Spanish,0,0,190101,53:59.9,Meg,Categorize clip,,20190701,1081_190101_0470.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.566685556,1,0,0,03:55:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,54:00.5,Meg,Categorize clip,,20190701,1081_190101_0148.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.067335578,0,0,1,01:14:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,54:35.3,Meg,Unsure speaker and unsure language,,20190701,1081_190101_0681.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.035334511,0,0,0,05:40:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,54:36.1,Meg,Categorize clip,,20190701,1081_190101_0998.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0,0,0,1,08:19:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,55:09.4,Meg,Categorize clip,,20190701,1081_190101_1214.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.167672256,0,0,0,10:07:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,55:09.9,Meg,Categorize clip,,20190701,1081_190101_0954.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.054335145,0,0,1,07:57:00,
Categorize language to other child(ren),Unsure,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,190101,57:09.4,Meg,Categorize clip,,20190701,1081_190101_0659.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.075335845,1,0,0,05:29:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,57:09.9,Meg,Categorize clip,,20190701,1081_190101_0979.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0,0,0,1,08:09:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,57:44.0,Meg,Unsure speaker and unsure language,,20190701,1081_190101_0252.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.140004667,0,0,0,02:06:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,57:44.4,Meg,Categorize clip,,20190701,1081_190101_0136.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0,0,0,1,01:08:00,
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,190101,58:53.8,Meg,Categorize clip,,20190701,1081_190101_0560.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.126337545,1,0,0,04:40:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,58:54.3,Meg,Categorize clip,,20190701,1081_190101_0941.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.061002033,0,0,1,07:50:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Spanish,Categorize language to target child,Categorize language to adults,Unsure,0,0,190101,59:29.2,Meg,Categorize clip,,20190701,1081_190101_0482.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.63968799,0,0,0,04:01:00,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,00:33.3,Meg,Categorize clip,,20190701,1081_190101_0475.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.055001833,1,0,0,03:57:30,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,190101,01:12.0,Meg,Categorize clip,,20190701,1081_190101_0014.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.434347812,0,0,0,00:07:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,190101,40:10.8,Meg,Categorize clip,,20190701,1081_190101_1162.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.027334244,0,0,0,09:41:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,40:46.7,Meg,Unsure speaker and unsure language,,20190701,1081_190101_0667.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.030001,0,0,0,05:33:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,40:47.3,Meg,Categorize clip,,20190701,1081_190101_0104.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0,0,0,1,00:52:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,40:47.9,Meg,Categorize clip,,20190701,1081_190101_0142.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.023667456,0,0,1,01:11:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,40:48.3,Meg,Categorize clip,,20190701,1081_190101_0941.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.061002033,0,0,1,07:50:30,
Categorize language to other child(ren),English/Quechua,Mixed,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,42:01.6,Meg,Categorize clip,,20190701,1081_190101_0813.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.427680923,1,0,0,06:46:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Unsure,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,42:35.3,Meg,Categorize clip,,20190701,1081_190101_0266.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.519350645,0,0,0,02:13:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,42:36.3,Meg,Categorize clip,,20190701,1081_190101_0972.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.042668089,0,0,1,08:06:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,42:36.8,Meg,Categorize clip,,20190701,1081_190101_0368.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.070002333,0,0,1,03:04:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,42:37.3,Meg,Categorize clip,,20190701,1081_190101_0080.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.323677456,0,0,1,00:40:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,43:47.8,Meg,Categorize clip,,20190701,1081_190101_1184.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.076002533,1,0,0,09:52:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,0,Spanish,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,190101,44:26.6,Meg,Categorize clip,,20190701,1081_190101_0538.wav,male,1081,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1081/30secs_output,0.270009,0,0,0,04:29:00,
