Adult2OtherChild,Adult2Others,Adult2TargetChild,Adult2unsure,Adultfemale,Adultmale,Childvoc,Media,Multiple_adults,Otherchild2OtherChild,Otherchild2TargetChild,Otherchild2adults,Otherchild2unsure,PID,Unsure_adults,age_YYMMDD,annotate_date_YYYYMMDD,annotator,beginoptions,comments,date_YYYYMMDD,file_name,gender,id,outdir,percents_voc,repeats,researcher_present,sleeping,timestamp_HHMMSS,Childsleep
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,33:37.1,Anele,Unsure speaker and unsure language,,1/1/14,267-12mo_01-01-2013_1423.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.123666667,2,0,0,11:51:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,34:50.9,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0693.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:46:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,34:56.6,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1525.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,0,12:42:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,35:30.8,Anele,No speech,,1/1/14,267-12mo_01-01-2013_1811.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.575666667,0,0,0,15:05:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,36:07.4,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1834.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.513,0,0,0,15:17:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,36:10.3,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0804.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,06:42:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,37:30.9,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1032.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.241666667,1,0,0,08:36:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,38:12.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1386.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.221666667,0,0,0,11:33:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,38:14.7,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0205.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,01:42:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,38:55.6,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0548.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.150666667,0,0,0,04:34:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,38:59.1,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1759.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.47,0,0,1,14:39:30,
Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,0,0,1,Spanish,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,40:25.9,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1897.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.189333333,1,0,0,15:48:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,40:29.4,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0521.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,0,04:20:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,40:31.1,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0067.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,00:33:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,40:32.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0655.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:27:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,41:12.4,Anele,No speech,,1/1/14,267-12mo_01-01-2013_1107.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.697,0,0,0,09:13:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,41:14.8,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0364.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,03:02:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,42:25.6,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0989.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.237333333,1,0,0,08:14:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,42:27.3,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0709.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:54:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,42:29.0,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0698.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:49:00,
Categorize language to other child(ren),Spanish,Spanish,Unsure,0,1,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,44:30.7,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1893.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.272333333,2,0,0,15:46:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,45:43.1,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1060.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.703,1,0,0,08:50:00,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,46:56.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1915.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.157333333,1,0,0,15:57:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,46:59.1,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1752.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.612666667,0,0,1,14:36:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,47:02.6,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0057.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,00:28:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,47:04.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0713.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:56:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,47:06.0,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0069.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,00:34:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,47:10.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1777.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.695666667,0,0,1,14:48:30,
Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,0,1,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,48:36.7,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1352.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.111666667,1,0,0,11:16:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,48:38.8,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0381.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,03:10:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,48:40.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0500.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,04:10:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,48:42.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0281.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,02:20:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,49:17.7,Anele,No speech,,1/1/14,267-12mo_01-01-2013_1804.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.041666667,0,0,0,15:02:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,49:20.9,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0177.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,01:28:30,
Categorize language to other child(ren),Categorize language to other adults,Unsure,Categorize language to someone unknown,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,1,1/1/13,50:42.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1372.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.039666667,1,0,0,11:26:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,50:44.8,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0589.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,04:54:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,50:46.8,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0648.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:24:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,52:22.0,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1807.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.292,1,0,0,15:03:30,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,0,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,53:03.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1211.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.71,0,0,0,10:05:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,53:07.3,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0022.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,00:11:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,53:48.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1225.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.718333333,0,0,0,10:12:30,
Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,1,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,55:43.6,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1265.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.317666667,2,0,0,10:32:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,55:46.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0113.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,00:56:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,55:49.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1730.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.639666667,0,0,1,14:25:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,57:09.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1873.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.211666667,1,0,0,15:36:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,58:44.1,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0907.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.453666667,1,0,0,07:33:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,58:46.4,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0107.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,00:53:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,58:48.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0654.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:27:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,58:49.7,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0367.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,03:03:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,58:51.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0768.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,06:24:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,58:57.1,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1643.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.403,0,0,1,13:41:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,59:35.8,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1835.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.107333333,0,0,0,15:17:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,01:50.9,Anele,Categorize clip,This is an example of Feeding.,1/1/14,267-12mo_01-01-2013_0893.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.164,1,0,0,07:26:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,01:53.5,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0619.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:09:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,01:55.9,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0704.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:52:00,
Categorize language to other child(ren),Spanish,Spanish,Categorize language to someone unknown,1,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,04:48.3,Anele,Categorize clip,This is an example of Music.,1/1/14,267-12mo_01-01-2013_1317.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.441666667,1,0,0,10:58:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,04:51.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0231.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,01:55:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,04:52.9,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0605.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,05:02:30,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,05:32.4,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0957.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.279666667,0,0,0,07:58:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,1,English/Quechua,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,06:47.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1189.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.517333333,1,0,0,09:54:30,
Categorize language to other child(ren),Spanish,Categorize language to target child,Categorize language to someone unknown,0,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,09:20.8,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1399.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.112666667,2,0,0,11:39:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,09:23.4,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_0773.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0,0,0,1,06:26:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Spanish,0,0,1,Unsure,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,13:44.4,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1305.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.08,1,0,0,10:52:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,13:46.2,Anele,Categorize clip,,1/1/14,267-12mo_01-01-2013_1734.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.512333333,0,0,1,14:27:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,1/1/13,15:21.9,Anele,No speech,,1/1/14,267-12mo_01-01-2013_1281.wav,male,267-12mo,/Volumes/cll/NYU LENA Project/Recordings/12-mo recordings/267 output,0.036666667,1,0,0,10:40:30,
