Adult2OtherChild,Adult2Others,Adult2TargetChild,Adult2unsure,Adultfemale,Adultmale,Childsleep,Childvoc,Media,Multiple_adults,Otherchild2OtherChild,Otherchild2TargetChild,Otherchild2adults,Otherchild2unsure,PID,Unsure_adults,age_YYMMDD,annotate_date_YYYYMMDD,annotator,beginoptions,comments,date_YYYYMMDD,file_name,gender,id,outdir,percents_voc,repeats,researcher_present,sleeping,timestamp_HHMMSS
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,25:59.1,Meg,Categorize clip,,20190628,1075_180904_021.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.131333333,0,0,0,00:10:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,26:31.0,Meg,Categorize clip,,20190628,1075_180904_023.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.4826666670000001,0,0,0,00:11:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,27:03.7,Meg,No speech,,20190628,1075_180904_025.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.036333333,0,0,0,00:12:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,Categorize media,0,Categorize language to other child(ren),Spanish,Categorize language to adults,Mixed,0,0,180904,31:29.2,Meg,Categorize clip,,20190628,1075_180904_027.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.298666667,1,0,0,00:13:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,32:01.3,Meg,No speech,,20190628,1075_180904_029.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.096666667,0,0,0,00:14:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,32:34.0,Meg,Categorize clip,,20190628,1075_180904_031.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.183,0,0,0,00:15:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,33:09.2,Meg,Categorize clip,,20190628,1075_180904_033.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.07200000000000001,0,0,0,00:16:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,33:42.0,Meg,Categorize clip,,20190628,1075_180904_035.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.200666667,0,0,0,00:17:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,34:13.6,Meg,Categorize clip,,20190628,1075_180904_037.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.059,0,0,0,00:18:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,34:46.0,Meg,Categorize clip,,20190628,1075_180904_039.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.196,0,0,0,00:19:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,35:17.4,Meg,Categorize clip,,20190628,1075_180904_041.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.5066666670000001,0,0,0,00:20:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,35:49.2,Meg,Categorize clip,,20190628,1075_180904_043.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.659666667,0,0,0,00:21:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,36:20.9,Meg,Categorize clip,,20190628,1075_180904_045.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.175,0,0,0,00:22:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,36:22.5,Meg,Categorize clip,,20190628,1075_180904_047.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.0,0,0,0,00:23:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,36:54.0,Meg,Categorize clip,,20190628,1075_180904_049.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.08733333300000001,0,0,0,00:24:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,37:25.9,Meg,Categorize clip,,20190628,1075_180904_051.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.103666667,0,0,0,00:25:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,37:58.7,Meg,Categorize clip,,20190628,1075_180904_053.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.356333333,0,0,0,00:26:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,38:30.7,Meg,Categorize clip,,20190628,1075_180904_055.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.696,0,0,0,00:27:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,39:12.7,Meg,Categorize clip,,20190628,1075_180904_057.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.542333333,0,0,0,00:28:30
English/Quechua,Categorize language to other adults,Unsure,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,English/Quechua,Categorize language to someone unknown,0,0,180904,39:58.5,Meg,Categorize clip,,20190628,1075_180904_059.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.5429999999999999,0,0,0,00:29:30
Categorize language to other child(ren),Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,41:07.5,Meg,Categorize clip,,20190628,1075_180904_061.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.300666667,0,0,0,00:30:30
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,41:44.6,Meg,Categorize clip,,20190628,1075_180904_063.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.131,0,0,0,00:31:30
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,42:18.5,Meg,Categorize clip,,20190628,1075_180904_065.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.104666667,0,0,0,00:32:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,English/Quechua,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,42:54.1,Meg,Categorize clip,,20190628,1075_180904_067.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.029666667,0,0,0,00:33:30
Categorize language to other child(ren),English/Quechua,English/Quechua,Categorize language to someone unknown,1,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,43:32.5,Meg,Categorize clip,,20190628,1075_180904_069.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.022333333,0,0,0,00:34:30
Unsure,Categorize language to other adults,Categorize language to target child,Unsure,0,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,180904,44:12.2,Meg,Categorize clip,,20190628,1075_180904_071.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.102666667,0,0,0,00:35:30
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,44:52.0,Meg,Categorize clip,,20190628,1075_180904_073.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.17800000000000002,0,0,0,00:36:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Spanish,Spanish,Categorize language to adults,Categorize language to someone unknown,0,0,180904,45:44.3,Meg,Categorize clip,,20190628,1075_180904_075.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.555333333,0,0,0,00:37:30
Unsure,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Unsure,0,0,180904,02:55.4,Meg,Categorize clip,,20190628,1075_180904_077.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.454333333,0,0,0,00:38:30
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Spanish,0,0,180904,04:14.2,Meg,Categorize clip,,20190628,1075_180904_079.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.144333333,1,0,0,00:39:30
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Mixed,Unsure,0,0,180904,05:10.9,Meg,Categorize clip,,20190628,1075_180904_081.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.135,0,0,0,00:40:30
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,English/Quechua,Unsure,0,0,180904,07:07.9,Meg,Categorize clip,,20190628,1075_180904_083.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.209666667,1,0,0,00:41:30
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Spanish,Categorize language to target child,English/Quechua,Categorize language to someone unknown,0,0,180904,07:51.5,Meg,Categorize clip,,20190628,1075_180904_085.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.356333333,0,0,0,00:42:30
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Mixed,Unsure,0,0,180904,08:30.9,Meg,Categorize clip,,20190628,1075_180904_087.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.212666667,0,0,0,00:43:30
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,English/Quechua,Unsure,0,0,180904,09:29.7,Meg,Categorize clip,,20190628,1075_180904_089.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.144666667,0,0,0,00:44:30
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,180904,10:08.1,Meg,Categorize clip,,20190628,1075_180904_091.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.182333333,0,0,0,00:45:30
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180904,10:43.5,Meg,Categorize clip,,20190628,1075_180904_093.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.167666667,0,0,0,00:46:30
Mixed,Categorize language to other adults,English/Quechua,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,180904,11:58.5,Meg,Categorize clip,,20190628,1075_180904_095.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.6216666670000001,1,0,0,00:47:30
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,180904,12:38.5,Meg,Categorize clip,,20190628,1075_180904_097.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.354,0,0,0,00:48:30
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,180904,13:17.9,Meg,Categorize clip,,20190628,1075_180904_099.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.343,0,0,0,00:49:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,180904,13:54.5,Meg,Categorize clip,,20190628,1075_180904_101.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.180333333,0,0,0,00:50:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,14:26.7,Meg,Categorize clip,,20190628,1075_180904_103.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.298,0,0,0,00:51:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,15:00.8,Meg,Categorize clip,,20190628,1075_180904_105.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.458333333,0,0,0,00:52:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,15:33.4,Meg,Categorize clip,,20190628,1075_180904_107.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.521,0,0,0,00:53:30
Categorize language to other child(ren),Categorize language to other adults,Unsure,Categorize language to someone unknown,1,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,16:12.7,Meg,Categorize clip,nonsense words,20190628,1075_180904_109.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.529,0,0,0,00:54:30
Categorize language to other child(ren),Categorize language to other adults,Unsure,Spanish,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,17:03.6,Meg,Categorize clip,no words,20190628,1075_180904_111.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.163666667,0,0,0,00:55:30
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Mixed,Categorize language to someone unknown,0,0,180904,18:20.4,Meg,Categorize clip,,20190628,1075_180904_113.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.403333333,1,0,0,00:56:30
Categorize language to other child(ren),Spanish,English/Quechua,Categorize language to someone unknown,1,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,19:00.5,Meg,Categorize clip,,20190628,1075_180904_115.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.083666667,0,0,0,00:57:30
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,1,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180904,19:37.7,Meg,Categorize clip,,20190628,1075_180904_117.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.301333333,0,0,0,00:58:30
Unsure,Categorize language to other adults,Categorize language to target child,Unsure,1,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,180904,20:18.4,Meg,Categorize clip,,20190628,1075_180904_119.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.135,0,0,0,00:59:30
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,180904,20:56.5,Meg,Categorize clip,,20190628,1075_180904_121.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.470333333,0,0,0,01:00:30
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,21:31.4,Meg,Categorize clip,,20190628,1075_180904_123.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.578666667,0,0,0,01:01:30
Unsure,Categorize language to other adults,English/Quechua,Mixed,1,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180904,22:43.0,Meg,Categorize clip,,20190628,1075_180904_125.wav,male,1075,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1075/30secs_output,0.271666667,1,0,0,01:02:30
