file_name,id,age_YYMMDD,date_YYYYMMDD,gender,timestamp_HHMMSS,percents_voc,researcher_present,sleeping
1060_180616_0000.wav,1060,180616,20190624,female,00:00:00,0.104336811,1,0
1060_180616_0001.wav,1060,180616,20190624,female,00:00:30,0.052668422,1,0
1060_180616_0002.wav,1060,180616,20190624,female,00:01:00,0.077335911,1,0
1060_180616_0003.wav,1060,180616,20190624,female,00:01:30,0.111670389,1,0
1060_180616_0004.wav,1060,180616,20190624,female,00:02:00,0.191006367,1,0
1060_180616_0005.wav,1060,180616,20190624,female,00:02:30,0.157671922,1,0
1060_180616_0006.wav,1060,180616,20190624,female,00:03:00,0.118337278,1,0
1060_180616_0007.wav,1060,180616,20190624,female,00:03:30,0.092336411,1,0
1060_180616_0008.wav,1060,180616,20190624,female,00:04:00,0.425347512,1,0
1060_180616_0009.wav,1060,180616,20190624,female,00:04:30,0.899029968,1,0
1060_180616_0010.wav,1060,180616,20190624,female,00:05:00,0.664022134,1,0
1060_180616_0011.wav,1060,180616,20190624,female,00:05:30,0.1140038,1,0
1060_180616_0012.wav,1060,180616,20190624,female,00:06:00,0.0240008,1,0
1060_180616_0013.wav,1060,180616,20190624,female,00:06:30,0.331344378,1,0
1060_180616_0014.wav,1060,180616,20190624,female,00:07:00,0.145671522,1,0
1060_180616_0015.wav,1060,180616,20190624,female,00:07:30,0.312677089,1,0
1060_180616_0016.wav,1060,180616,20190624,female,00:08:00,0.335344511,1,0
1060_180616_0017.wav,1060,180616,20190624,female,00:08:30,0.3390113,1,0
1060_180616_0018.wav,1060,180616,20190624,female,00:09:00,0.2970099,1,0
1060_180616_0019.wav,1060,180616,20190624,female,00:09:30,0.329344311,1,0
1060_180616_0020.wav,1060,180616,20190624,female,00:10:00,0.187006234,1,0
1060_180616_0021.wav,1060,180616,20190624,female,00:10:30,0.286342878,1,0
1060_180616_0022.wav,1060,180616,20190624,female,00:11:00,0.203006767,1,0
1060_180616_0023.wav,1060,180616,20190624,female,00:11:30,0.231341045,1,0
1060_180616_0024.wav,1060,180616,20190624,female,00:12:00,0.253008434,1,0
1060_180616_0025.wav,1060,180616,20190624,female,00:12:30,0.148338278,1,0
1060_180616_0026.wav,1060,180616,20190624,female,00:13:00,0.359011967,1,0
1060_180616_0027.wav,1060,180616,20190624,female,00:13:30,0.143004767,1,0
1060_180616_0028.wav,1060,180616,20190624,female,00:14:00,0.031667722,1,0
1060_180616_0029.wav,1060,180616,20190624,female,00:14:30,0.034334478,1,0
1060_180616_0030.wav,1060,180616,20190624,female,00:15:00,0.147671589,1,0
1060_180616_0031.wav,1060,180616,20190624,female,00:15:30,0.263342111,1,0
1060_180616_0032.wav,1060,180616,20190624,female,00:16:00,0.140671356,1,0
1060_180616_0033.wav,1060,180616,20190624,female,00:16:30,0.074335811,1,0
1060_180616_0034.wav,1060,180616,20190624,female,00:17:00,0.094003133,1,0
1060_180616_0035.wav,1060,180616,20190624,female,00:17:30,0.126670889,1,0
1060_180616_0036.wav,1060,180616,20190624,female,00:18:00,0.305010167,1,0
1060_180616_0037.wav,1060,180616,20190624,female,00:18:30,0.113003767,1,0
1060_180616_0038.wav,1060,180616,20190624,female,00:19:00,0.337677923,1,0
1060_180616_0039.wav,1060,180616,20190624,female,00:19:30,0.413347112,1,0
1060_180616_0040.wav,1060,180616,20190624,female,00:20:00,0.367012234,1,0
1060_180616_0041.wav,1060,180616,20190624,female,00:20:30,0.096669889,1,0
1060_180616_0042.wav,1060,180616,20190624,female,00:21:00,0.378679289,1,0
1060_180616_0043.wav,1060,180616,20190624,female,00:21:30,0.220007334,1,0
1060_180616_0044.wav,1060,180616,20190624,female,00:22:00,0.391346378,1,0
1060_180616_0045.wav,1060,180616,20190624,female,00:22:30,0.259675323,1,0
1060_180616_0046.wav,1060,180616,20190624,female,00:23:00,0.354345145,1,0
1060_180616_0047.wav,1060,180616,20190624,female,00:23:30,0.249341645,1,0
1060_180616_0048.wav,1060,180616,20190624,female,00:24:00,0.448681623,1,0
1060_180616_0049.wav,1060,180616,20190624,female,00:24:30,0.422347412,1,0
1060_180616_0050.wav,1060,180616,20190624,female,00:25:00,0.462348745,1,0
1060_180616_0051.wav,1060,180616,20190624,female,00:25:30,0.503683456,1,0
1060_180616_0052.wav,1060,180616,20190624,female,00:26:00,0.2250075,1,0
1060_180616_0053.wav,1060,180616,20190624,female,00:26:30,0.302676756,1,0
1060_180616_0054.wav,1060,180616,20190624,female,00:27:00,0.1830061,1,0
1060_180616_0055.wav,1060,180616,20190624,female,00:27:30,0.217673922,1,0
1060_180616_0056.wav,1060,180616,20190624,female,00:28:00,0.465682189,1,0
1060_180616_0057.wav,1060,180616,20190624,female,00:28:30,0.539017967,1,0
1060_180616_0058.wav,1060,180616,20190624,female,00:29:00,0.184672822,1,0
1060_180616_0059.wav,1060,180616,20190624,female,00:29:30,0.105670189,1,0
1060_180616_0060.wav,1060,180616,20190624,female,00:30:00,0.354345145,1,0
1060_180616_0061.wav,1060,180616,20190624,female,00:30:30,0.259341978,1,0
1060_180616_0062.wav,1060,180616,20190624,female,00:31:00,0.225674189,1,0
1060_180616_0063.wav,1060,180616,20190624,female,00:31:30,0.199673322,1,0
1060_180616_0064.wav,1060,180616,20190624,female,00:32:00,0.1860062,1,0
1060_180616_0065.wav,1060,180616,20190624,female,00:32:30,0.511017034,1,0
1060_180616_0066.wav,1060,180616,20190624,female,00:33:00,0.507350245,1,0
1060_180616_0067.wav,1060,180616,20190624,female,00:33:30,0.638354612,1,0
1060_180616_0068.wav,1060,180616,20190624,female,00:34:00,0.619020634,1,0
1060_180616_0069.wav,1060,180616,20190624,female,00:34:30,0.190006334,1,0
1060_180616_0070.wav,1060,180616,20190624,female,00:35:00,0.234674489,1,0
1060_180616_0071.wav,1060,180616,20190624,female,00:35:30,0.244008134,1,0
1060_180616_0072.wav,1060,180616,20190624,female,00:36:00,0.093669789,1,0
1060_180616_0073.wav,1060,180616,20190624,female,00:36:30,0.406013534,1,0
1060_180616_0074.wav,1060,180616,20190624,female,00:37:00,0.511350378,1,0
1060_180616_0075.wav,1060,180616,20190624,female,00:37:30,0.402346745,1,0
1060_180616_0076.wav,1060,180616,20190624,female,00:38:00,0.469682323,1,0
1060_180616_0077.wav,1060,180616,20190624,female,00:38:30,0.256008534,1,0
1060_180616_0078.wav,1060,180616,20190624,female,00:39:00,0.054668489,1,0
1060_180616_0079.wav,1060,180616,20190624,female,00:39:30,0.132671089,0,0
1060_180616_0080.wav,1060,180616,20190624,female,00:40:00,0.132671089,0,0
1060_180616_0081.wav,1060,180616,20190624,female,00:40:30,0.070669022,0,0
1060_180616_0082.wav,1060,180616,20190624,female,00:41:00,0.169338978,0,0
1060_180616_0083.wav,1060,180616,20190624,female,00:41:30,0.164005467,0,0
1060_180616_0084.wav,1060,180616,20190624,female,00:42:00,0.220007334,0,0
1060_180616_0085.wav,1060,180616,20190624,female,00:42:30,0.138671289,0,0
1060_180616_0086.wav,1060,180616,20190624,female,00:43:00,0.170339011,0,0
1060_180616_0087.wav,1060,180616,20190624,female,00:43:30,0.122004067,0,0
