file_name,id,age_YYMMDD,date_YYYYMMDD,gender,timestamp_HHMMSS,percents_voc,researcher_present,sleeping
261-8mo_01-01-2013_0000.wav,261-8mo,1/1/13,1/8/13,male,00:00:00,0.102333333,0,0
261-8mo_01-01-2013_0001.wav,261-8mo,1/1/13,1/8/13,male,00:00:30,0.042333333,0,0
261-8mo_01-01-2013_0002.wav,261-8mo,1/1/13,1/8/13,male,00:01:00,0.064,0,0
261-8mo_01-01-2013_0003.wav,261-8mo,1/1/13,1/8/13,male,00:01:30,0.010333333,0,0
261-8mo_01-01-2013_0004.wav,261-8mo,1/1/13,1/8/13,male,00:02:00,0.056333333,0,0
261-8mo_01-01-2013_0005.wav,261-8mo,1/1/13,1/8/13,male,00:02:30,0.054666667,0,0
261-8mo_01-01-2013_0006.wav,261-8mo,1/1/13,1/8/13,male,00:03:00,0.048333333,0,0
261-8mo_01-01-2013_0007.wav,261-8mo,1/1/13,1/8/13,male,00:03:30,0.058,0,0
261-8mo_01-01-2013_0008.wav,261-8mo,1/1/13,1/8/13,male,00:04:00,0.182333333,0,0
261-8mo_01-01-2013_0009.wav,261-8mo,1/1/13,1/8/13,male,00:04:30,0.232333333,0,0
261-8mo_01-01-2013_0010.wav,261-8mo,1/1/13,1/8/13,male,00:05:00,0.138,0,0
261-8mo_01-01-2013_0011.wav,261-8mo,1/1/13,1/8/13,male,00:05:30,0.117333333,0,0
261-8mo_01-01-2013_0012.wav,261-8mo,1/1/13,1/8/13,male,00:06:00,0.269333333,0,0
261-8mo_01-01-2013_0013.wav,261-8mo,1/1/13,1/8/13,male,00:06:30,0.237666667,0,0
261-8mo_01-01-2013_0014.wav,261-8mo,1/1/13,1/8/13,male,00:07:00,0.279,0,0
261-8mo_01-01-2013_0015.wav,261-8mo,1/1/13,1/8/13,male,00:07:30,0.153666667,0,0
261-8mo_01-01-2013_0016.wav,261-8mo,1/1/13,1/8/13,male,00:08:00,0.151,0,0
261-8mo_01-01-2013_0017.wav,261-8mo,1/1/13,1/8/13,male,00:08:30,0.22,0,0
261-8mo_01-01-2013_0018.wav,261-8mo,1/1/13,1/8/13,male,00:09:00,0.292,0,0
261-8mo_01-01-2013_0019.wav,261-8mo,1/1/13,1/8/13,male,00:09:30,0.204333333,0,0
261-8mo_01-01-2013_0020.wav,261-8mo,1/1/13,1/8/13,male,00:10:00,0.076333333,0,0
261-8mo_01-01-2013_0021.wav,261-8mo,1/1/13,1/8/13,male,00:10:30,0.092333333,0,0
261-8mo_01-01-2013_0022.wav,261-8mo,1/1/13,1/8/13,male,00:11:00,0.103666667,0,0
261-8mo_01-01-2013_0023.wav,261-8mo,1/1/13,1/8/13,male,00:11:30,0.074333333,0,0
261-8mo_01-01-2013_0024.wav,261-8mo,1/1/13,1/8/13,male,00:12:00,0.092333333,0,0
261-8mo_01-01-2013_0025.wav,261-8mo,1/1/13,1/8/13,male,00:12:30,0.023,0,0
261-8mo_01-01-2013_0026.wav,261-8mo,1/1/13,1/8/13,male,00:13:00,0.075333333,0,0
261-8mo_01-01-2013_0027.wav,261-8mo,1/1/13,1/8/13,male,00:13:30,0.099666667,0,0
261-8mo_01-01-2013_0028.wav,261-8mo,1/1/13,1/8/13,male,00:14:00,0.061,0,0
261-8mo_01-01-2013_0029.wav,261-8mo,1/1/13,1/8/13,male,00:14:30,0.043666667,0,0
261-8mo_01-01-2013_0030.wav,261-8mo,1/1/13,1/8/13,male,00:15:00,0.028,0,0
261-8mo_01-01-2013_0031.wav,261-8mo,1/1/13,1/8/13,male,00:15:30,0.018333333,0,0
261-8mo_01-01-2013_0032.wav,261-8mo,1/1/13,1/8/13,male,00:16:00,0.118666667,0,0
261-8mo_01-01-2013_0033.wav,261-8mo,1/1/13,1/8/13,male,00:16:30,0.086666667,0,0
261-8mo_01-01-2013_0034.wav,261-8mo,1/1/13,1/8/13,male,00:17:00,0.139,0,0
261-8mo_01-01-2013_0035.wav,261-8mo,1/1/13,1/8/13,male,00:17:30,0.057666667,0,0
261-8mo_01-01-2013_0036.wav,261-8mo,1/1/13,1/8/13,male,00:18:00,0.167666667,0,0
261-8mo_01-01-2013_0037.wav,261-8mo,1/1/13,1/8/13,male,00:18:30,0.199333333,0,0
261-8mo_01-01-2013_0038.wav,261-8mo,1/1/13,1/8/13,male,00:19:00,0.195666667,0,0
261-8mo_01-01-2013_0039.wav,261-8mo,1/1/13,1/8/13,male,00:19:30,0.048666667,0,0
261-8mo_01-01-2013_0040.wav,261-8mo,1/1/13,1/8/13,male,00:20:00,0.054666667,0,0
261-8mo_01-01-2013_0041.wav,261-8mo,1/1/13,1/8/13,male,00:20:30,0.023666667,0,0
261-8mo_01-01-2013_0042.wav,261-8mo,1/1/13,1/8/13,male,00:21:00,0.05,0,0
261-8mo_01-01-2013_0043.wav,261-8mo,1/1/13,1/8/13,male,00:21:30,0.029,0,0
261-8mo_01-01-2013_0044.wav,261-8mo,1/1/13,1/8/13,male,00:22:00,0.034,0,0
261-8mo_01-01-2013_0045.wav,261-8mo,1/1/13,1/8/13,male,00:22:30,0.163333333,0,0
261-8mo_01-01-2013_0046.wav,261-8mo,1/1/13,1/8/13,male,00:23:00,0.205333333,0,0
261-8mo_01-01-2013_0047.wav,261-8mo,1/1/13,1/8/13,male,00:23:30,0.064666667,0,0
261-8mo_01-01-2013_0048.wav,261-8mo,1/1/13,1/8/13,male,00:24:00,0.075666667,0,0
261-8mo_01-01-2013_0049.wav,261-8mo,1/1/13,1/8/13,male,00:24:30,0.028666667,0,0
261-8mo_01-01-2013_0050.wav,261-8mo,1/1/13,1/8/13,male,00:25:00,0.112666667,0,0
261-8mo_01-01-2013_0051.wav,261-8mo,1/1/13,1/8/13,male,00:25:30,0.127666667,0,0
261-8mo_01-01-2013_0052.wav,261-8mo,1/1/13,1/8/13,male,00:26:00,0.123333333,0,0
261-8mo_01-01-2013_0053.wav,261-8mo,1/1/13,1/8/13,male,00:26:30,0.146,0,0
261-8mo_01-01-2013_0054.wav,261-8mo,1/1/13,1/8/13,male,00:27:00,0.076333333,0,0
261-8mo_01-01-2013_0055.wav,261-8mo,1/1/13,1/8/13,male,00:27:30,0.070666667,0,0
261-8mo_01-01-2013_0056.wav,261-8mo,1/1/13,1/8/13,male,00:28:00,0.02,0,0
261-8mo_01-01-2013_0057.wav,261-8mo,1/1/13,1/8/13,male,00:28:30,0.465333333,0,0
261-8mo_01-01-2013_0058.wav,261-8mo,1/1/13,1/8/13,male,00:29:00,0.272666667,0,0
261-8mo_01-01-2013_0059.wav,261-8mo,1/1/13,1/8/13,male,00:29:30,0.056666667,0,0
261-8mo_01-01-2013_0060.wav,261-8mo,1/1/13,1/8/13,male,00:30:00,0.013666667,0,0
261-8mo_01-01-2013_0061.wav,261-8mo,1/1/13,1/8/13,male,00:30:30,0.185333333,0,0
261-8mo_01-01-2013_0062.wav,261-8mo,1/1/13,1/8/13,male,00:31:00,0.228333333,0,0
261-8mo_01-01-2013_0063.wav,261-8mo,1/1/13,1/8/13,male,00:31:30,0.221,0,0
261-8mo_01-01-2013_0064.wav,261-8mo,1/1/13,1/8/13,male,00:32:00,0.249333333,0,0
261-8mo_01-01-2013_0065.wav,261-8mo,1/1/13,1/8/13,male,00:32:30,0.464333333,0,0
261-8mo_01-01-2013_0066.wav,261-8mo,1/1/13,1/8/13,male,00:33:00,0.181333333,0,0
261-8mo_01-01-2013_0067.wav,261-8mo,1/1/13,1/8/13,male,00:33:30,0.133333333,0,0
261-8mo_01-01-2013_0068.wav,261-8mo,1/1/13,1/8/13,male,00:34:00,0.234,0,0
261-8mo_01-01-2013_0069.wav,261-8mo,1/1/13,1/8/13,male,00:34:30,0.214,0,0
261-8mo_01-01-2013_0070.wav,261-8mo,1/1/13,1/8/13,male,00:35:00,0.324333333,0,0
261-8mo_01-01-2013_0071.wav,261-8mo,1/1/13,1/8/13,male,00:35:30,0.258333333,0,0
261-8mo_01-01-2013_0072.wav,261-8mo,1/1/13,1/8/13,male,00:36:00,0.290666667,0,0
261-8mo_01-01-2013_0073.wav,261-8mo,1/1/13,1/8/13,male,00:36:30,0.2,0,0
261-8mo_01-01-2013_0074.wav,261-8mo,1/1/13,1/8/13,male,00:37:00,0.521666667,0,0
261-8mo_01-01-2013_0075.wav,261-8mo,1/1/13,1/8/13,male,00:37:30,0.330333333,0,0
261-8mo_01-01-2013_0076.wav,261-8mo,1/1/13,1/8/13,male,00:38:00,0.103666667,0,0
261-8mo_01-01-2013_0077.wav,261-8mo,1/1/13,1/8/13,male,00:38:30,0.069,0,0
261-8mo_01-01-2013_0078.wav,261-8mo,1/1/13,1/8/13,male,00:39:00,0.221333333,0,0
261-8mo_01-01-2013_0079.wav,261-8mo,1/1/13,1/8/13,male,00:39:30,0.233,0,0
261-8mo_01-01-2013_0080.wav,261-8mo,1/1/13,1/8/13,male,00:40:00,0.253333333,0,0
261-8mo_01-01-2013_0081.wav,261-8mo,1/1/13,1/8/13,male,00:40:30,0.215666667,0,0
261-8mo_01-01-2013_0082.wav,261-8mo,1/1/13,1/8/13,male,00:41:00,0.004,0,0
261-8mo_01-01-2013_0083.wav,261-8mo,1/1/13,1/8/13,male,00:41:30,0.058,0,0
261-8mo_01-01-2013_0084.wav,261-8mo,1/1/13,1/8/13,male,00:42:00,0.126666667,0,0
261-8mo_01-01-2013_0085.wav,261-8mo,1/1/13,1/8/13,male,00:42:30,0.123,0,0
261-8mo_01-01-2013_0086.wav,261-8mo,1/1/13,1/8/13,male,00:43:00,0,0,0
261-8mo_01-01-2013_0087.wav,261-8mo,1/1/13,1/8/13,male,00:43:30,0.050666667,0,0
261-8mo_01-01-2013_0088.wav,261-8mo,1/1/13,1/8/13,male,00:44:00,0.111666667,0,0
261-8mo_01-01-2013_0089.wav,261-8mo,1/1/13,1/8/13,male,00:44:30,0.054333333,0,0
261-8mo_01-01-2013_0090.wav,261-8mo,1/1/13,1/8/13,male,00:45:00,0.101,0,0
261-8mo_01-01-2013_0091.wav,261-8mo,1/1/13,1/8/13,male,00:45:30,0.007666667,0,0
261-8mo_01-01-2013_0092.wav,261-8mo,1/1/13,1/8/13,male,00:46:00,0.011333333,0,0
261-8mo_01-01-2013_0093.wav,261-8mo,1/1/13,1/8/13,male,00:46:30,0.016333333,0,0
261-8mo_01-01-2013_0094.wav,261-8mo,1/1/13,1/8/13,male,00:47:00,0.001666667,0,0
261-8mo_01-01-2013_0095.wav,261-8mo,1/1/13,1/8/13,male,00:47:30,0.007666667,0,0
261-8mo_01-01-2013_0096.wav,261-8mo,1/1/13,1/8/13,male,00:48:00,0,0,0
261-8mo_01-01-2013_0097.wav,261-8mo,1/1/13,1/8/13,male,00:48:30,0.005666667,0,0
261-8mo_01-01-2013_0098.wav,261-8mo,1/1/13,1/8/13,male,00:49:00,0.013666667,0,0
261-8mo_01-01-2013_0099.wav,261-8mo,1/1/13,1/8/13,male,00:49:30,0.076333333,0,0
261-8mo_01-01-2013_0100.wav,261-8mo,1/1/13,1/8/13,male,00:50:00,0.156333333,0,0
261-8mo_01-01-2013_0101.wav,261-8mo,1/1/13,1/8/13,male,00:50:30,0.346666667,0,0
261-8mo_01-01-2013_0102.wav,261-8mo,1/1/13,1/8/13,male,00:51:00,0.064333333,0,0
261-8mo_01-01-2013_0103.wav,261-8mo,1/1/13,1/8/13,male,00:51:30,0.523,0,0
261-8mo_01-01-2013_0104.wav,261-8mo,1/1/13,1/8/13,male,00:52:00,0.303333333,0,0
261-8mo_01-01-2013_0105.wav,261-8mo,1/1/13,1/8/13,male,00:52:30,0.174333333,0,0
261-8mo_01-01-2013_0106.wav,261-8mo,1/1/13,1/8/13,male,00:53:00,0.008,0,0
261-8mo_01-01-2013_0107.wav,261-8mo,1/1/13,1/8/13,male,00:53:30,0.077666667,0,0
