Adult2OtherChild,Adult2Others,Adult2TargetChild,Adult2unsure,Adultfemale,Adultmale,Childvoc,Media,Multiple_adults,Otherchild2OtherChild,Otherchild2TargetChild,Otherchild2adults,Otherchild2unsure,PID,Unsure_adults,age_YYMMDD,annotate_date_YYYYMMDD,annotator,beginoptions,comments,date_YYYYMMDD,file_name,gender,id,outdir,percents_voc,repeats,researcher_present,sleeping,timestamp_HHMMSS,Childsleep
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,180616,24:33.1,Meg,Categorize clip,,20190624,1060_180616_0185.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.439681323,0,0,0,01:32:30,
Categorize language to other child(ren),English/Quechua,English/Quechua,Categorize language to someone unknown,1,0,1,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,15:16.8,Meg,Categorize clip,,20190624,1060_180616_0210.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.652355079,0,0,0,01:45:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,55:29.4,Meg,Categorize clip,,20190624,1060_180616_0277.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.55268509,0,0,0,02:18:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,28:32.2,Meg,Categorize clip,,20190624,1060_180616_0287.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.377679256,0,0,0,02:23:30,
Spanish,Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,19:18.3,Meg,Categorize clip,,20190624,1060_180616_0293.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.3870129,0,0,0,02:26:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,1,1,0,Spanish,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,45:36.6,Meg,Categorize clip,,20190624,1060_180616_0322.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.049001633,0,0,0,02:41:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Spanish,0,0,180616,49:02.1,Meg,Categorize clip,,20190624,1060_180616_0333.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.484682823,0,0,0,02:46:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,English/Quechua,0,1,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180616,53:19.8,Meg,Categorize clip,,20190624,1060_180616_0334.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.351345045,0,0,0,02:47:00,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,18:36.4,Meg,Categorize clip,,20190624,1060_180616_0351.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.746691556,0,0,0,02:55:30,
Categorize language to other child(ren),English/Quechua,Spanish,Categorize language to someone unknown,1,1,1,Spanish,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180616,13:05.0,Meg,Categorize clip,,20190624,1060_180616_0358.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.493349778,1,0,0,02:59:00,
Categorize language to other child(ren),Categorize language to other adults,Spanish,Categorize language to someone unknown,1,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180616,22:34.9,Meg,Categorize clip,,20190624,1060_180616_0359.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.690356345,0,0,0,02:59:30,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Spanish,0,English/Quechua,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,23:51.5,Meg,Categorize clip,,20190624,1060_180616_0381.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.725357512,1,0,0,03:10:30,
Unsure,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,1,Spanish,0,Spanish,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,11:44.2,Meg,Categorize clip,,20190624,1060_180616_0387.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.56468549,2,0,0,03:13:30,
Spanish,English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,1,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180616,52:39.7,Meg,Categorize clip,,20190624,1060_180616_0416.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.753025101,1,0,0,03:28:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,English/Quechua,1,0,1,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Spanish,0,0,180616,30:45.9,Meg,Categorize clip,,20190624,1060_180616_0442.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.296343211,1,0,0,03:41:00,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,1,Categorize media,1,Unsure,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,47:31.8,Meg,Categorize clip,,20190624,1060_180616_0445.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.364345478,0,0,0,03:42:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Spanish,0,English/Quechua,Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,57:56.0,Meg,Categorize clip,,20190624,1060_180616_0461.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.197673256,0,0,0,03:50:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,24:33.6,Meg,Categorize clip,,20190624,1060_180616_0496.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0,0,0,0,04:08:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,57:17.3,Meg,Categorize clip,,20190624,1060_180616_0509.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.029000967,1,0,0,04:14:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,21:15.2,Meg,Categorize clip,,20190624,1060_180616_0518.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.366345545,0,0,0,04:19:00,
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,180616,25:17.0,Meg,Categorize clip,,20190624,1060_180616_0529.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.360678689,0,0,0,04:24:30,
Categorize language to other child(ren),Mixed,Categorize language to target child,Categorize language to someone unknown,1,0,1,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180616,09:52.0,Meg,Categorize clip,,20190624,1060_180616_0591.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.3450115,1,0,0,04:55:30,
Categorize language to other child(ren),Categorize language to other adults,Mixed,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180616,51:25.5,Meg,Categorize clip,,20190624,1060_180616_0618.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.578685956,1,0,0,05:09:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,26:41.9,Meg,Categorize clip,,20190624,1060_180616_0657.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.035334511,0,0,0,05:28:30,
Unsure,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180616,42:40.1,Meg,Categorize clip,,20190624,1060_180616_0675.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.257008567,0,0,0,05:37:30,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,48:12.7,Meg,Categorize clip,,20190624,1060_180616_0684.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.1620054,0,0,0,05:42:00,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,07:58.4,Meg,Categorize clip,,20190624,1060_180616_0689.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.026000867,1,0,0,05:44:30,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,16:39.2,Meg,Categorize clip,,20190624,1060_180616_0705.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.009666989,0,0,0,05:52:30,
Categorize language to other child(ren),Unsure,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,58:31.6,Meg,Categorize clip,,20190624,1060_180616_0718.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.165338845,0,0,0,05:59:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,17:58.9,Meg,Categorize clip,,20190624,1060_180616_0732.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0,0,0,0,06:06:00,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,53:53.3,Meg,Categorize clip,,20190624,1060_180616_0739.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.010667022,0,0,0,06:09:30,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,05:16.6,Meg,Categorize clip,,20190624,1060_180616_0750.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0,0,0,0,06:15:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,English/Quechua,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,20:41.3,Meg,Categorize clip,,20190624,1060_180616_0757.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.044334811,0,0,0,06:18:30,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,1,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,44:42.9,Meg,Categorize clip,,20190624,1060_180616_0767.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.271009034,0,0,0,06:23:30,
Categorize language to other child(ren),Mixed,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,17:58.0,Meg,Categorize clip,,20190624,1060_180616_0780.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.070002333,0,0,0,06:30:00,
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Mixed,Categorize language to someone unknown,0,0,180616,27:59.2,Meg,Categorize clip,,20190624,1060_180616_0784.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.210340345,0,0,0,06:32:00,
English/Quechua,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,English/Quechua,Categorize language to someone unknown,0,0,180616,05:16.0,Meg,Categorize clip,,20190624,1060_180616_0785.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.051668389,1,0,0,06:32:30,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,1,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,46:50.0,Meg,Categorize clip,,20190624,1060_180616_0809.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.262342078,0,0,0,06:44:30,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,05:51.8,Meg,Categorize clip,,20190624,1060_180616_0810.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.283342778,0,0,0,06:45:00,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Spanish,0,0,180616,27:21.5,Meg,Categorize clip,,20190624,1060_180616_0849.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.419680656,0,0,0,07:04:30,
Unsure,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,180616,21:51.0,Meg,Categorize clip,,20190624,1060_180616_0920.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.029667656,0,0,0,07:40:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,08:37.9,Meg,Categorize clip,,20190624,1060_180616_0983.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.282342745,0,0,0,08:11:30,
English/Quechua,Categorize language to other adults,Categorize language to target child,English/Quechua,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Unsure,0,0,180616,50:19.2,Meg,Categorize clip,,20190624,1060_180616_1029.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.336677889,1,0,0,08:34:30,
English/Quechua,English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,1,1,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,180616,04:12.0,Meg,Categorize clip,,20190624,1060_180616_1016.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.567018901,0,0,0,08:28:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,04:44.3,Meg,Unsure speaker and unsure language,,20190624,1060_180616_0798.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.209673656,0,0,0,06:39:00,
Unsure,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,1,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Unsure,Categorize language to someone unknown,0,0,180616,05:22.4,Meg,Categorize clip,,20190624,1060_180616_0863.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.234674489,0,0,0,07:11:30,
Mixed,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,1,1,Spanish,1,Categorize language to other child(ren),Categorize language to target child,Spanish,Categorize language to someone unknown,0,0,180616,06:18.0,Meg,Categorize clip,,20190624,1060_180616_0233.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.316343878,0,0,0,01:56:30,
English/Quechua,Mixed,Categorize language to target child,Categorize language to someone unknown,1,1,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Mixed,Categorize language to someone unknown,0,0,180616,07:10.3,Meg,Categorize clip,,20190624,1060_180616_0108.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.468348945,0,0,0,00:54:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,English/Quechua,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,08:09.6,Meg,Categorize clip,,20190624,1060_180616_0760.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.004666822,0,0,0,06:20:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,08:42.3,Meg,No speech,,20190624,1060_180616_0560.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.023334111,0,0,0,04:40:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,1,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,09:16.5,Meg,Categorize clip,,20190624,1060_180616_0526.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.0330011,0,0,0,04:23:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,0,0,0,Spanish,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,09:50.0,Meg,Categorize clip,,20190624,1060_180616_0264.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.394679823,0,0,0,02:12:00,
Spanish,Categorize language to other adults,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,10:24.7,Meg,Categorize clip,,20190624,1060_180616_0532.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.052335078,0,0,0,04:26:00,
Categorize language to other child(ren),English/Quechua,Categorize language to target child,Categorize language to someone unknown,1,0,0,Categorize media,1,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,10:58.1,Meg,Categorize clip,,20190624,1060_180616_0778.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.065668856,0,0,0,06:29:00,
Categorize language to other child(ren),Categorize language to other adults,Categorize language to target child,Unsure,1,0,0,Categorize media,0,Categorize language to other child(ren),Categorize language to target child,Categorize language to adults,Categorize language to someone unknown,0,0,180616,13:50.1,Meg,Categorize clip,,20190624,1060_180616_0787.wav,female,1060,/Users/Meg/Box Sync/Diss_data/Fall_2019_LRAP/Daylong_recordings/summer_2019/1060/output,0.047668256,0,0,0,06:33:30,
